연대,단어,품사,언어,빈도수
2010s,러진,ko_nouns,ko,1
2010s,푸르른,ko_nouns,ko,1
2010s,파이프,ko_nouns,ko,1
2010s,실,ko_nouns,ko,1
2010s,첫사랑,ko_nouns,ko,5
2010s,배귀,ko_nouns,ko,1
2010s,정,ko_nouns,ko,8
2010s,깨스등,ko_nouns,ko,1
2010s,기름,ko_nouns,ko,1
2010s,옷,ko_nouns,ko,2
2010s,소녀,ko_nouns,ko,7
2010s,앞,ko_nouns,ko,6
2010s,어제,ko_nouns,ko,4
2010s,요,ko_nouns,ko,10
2010s,꽃송이,ko_nouns,ko,3
2010s,곱,ko_nouns,ko,8
2010s,엄마,ko_nouns,ko,2
2010s,샘,ko_nouns,ko,1
2010s,쌍쌍이,ko_nouns,ko,1
2010s,그림자,ko_nouns,ko,12
2010s,짝,ko_nouns,ko,6
2010s,몸매,ko_nouns,ko,1
2010s,마음씨,ko_nouns,ko,3
2010s,덩이,ko_nouns,ko,1
2010s,세상,ko_nouns,ko,11
2010s,끝,ko_nouns,ko,1
2010s,강가,ko_nouns,ko,1
2010s,맹세,ko_nouns,ko,11
2010s,품,ko_nouns,ko,4
2010s,바람결,ko_nouns,ko,1
2010s,갈대,ko_nouns,ko,5
2010s,영원,ko_nouns,ko,6
2010s,변치,ko_nouns,ko,4
2010s,생각,ko_nouns,ko,22
2010s,산너머,ko_nouns,ko,3
2010s,남촌,ko_nouns,ko,6
2010s,살길,ko_nouns,ko,3
2010s,봄바람,ko_nouns,ko,2
2010s,남,ko_nouns,ko,5
2010s,사월,ko_nouns,ko,4
2010s,진달래,ko_nouns,ko,2
2010s,향기,ko_nouns,ko,5
2010s,밀,ko_nouns,ko,2
2010s,오월,ko_nouns,ko,4
2010s,음새,ko_nouns,ko,2
2010s,오리,ko_nouns,ko,4
2010s,남풍,ko_nouns,ko,3
2010s,불,ko_nouns,ko,9
2010s,빛깔,ko_nouns,ko,1
2010s,금잔디,ko_nouns,ko,1
2010s,벌,ko_nouns,ko,2
2010s,호랑나비,ko_nouns,ko,1
2010s,버들,ko_nouns,ko,1
2010s,밭,ko_nouns,ko,4
2010s,실개천,ko_nouns,ko,1
2010s,종달새,ko_nouns,ko,1
2010s,실어,ko_nouns,ko,3
2010s,부모,ko_nouns,ko,4
2010s,아들,ko_nouns,ko,2
2010s,딸,ko_nouns,ko,2
2010s,박,ko_nouns,ko,1
2010s,영감,ko_nouns,ko,2
2010s,노랭,ko_nouns,ko,1
2010s,청춘,ko_nouns,ko,9
2010s,원더,ko_nouns,ko,4
2010s,아빠,ko_nouns,ko,4
2010s,브라보,ko_nouns,ko,4
2010s,인생,ko_nouns,ko,10
2010s,구경,ko_nouns,ko,7
2010s,서울,ko_nouns,ko,18
2010s,돈,ko_nouns,ko,10
2010s,제일,ko_nouns,ko,5
2010s,산통,ko_nouns,ko,1
2010s,며느리,ko_nouns,ko,1
2010s,황소,ko_nouns,ko,1
2010s,고집,ko_nouns,ko,1
2010s,코,ko_nouns,ko,4
2010s,남쪽,ko_nouns,ko,1
2010s,나라,ko_nouns,ko,2
2010s,월남,ko_nouns,ko,1
2010s,달밤,ko_nouns,ko,1
2010s,십자,ko_nouns,ko,1
2010s,별빛,ko_nouns,ko,6
2010s,하모니카,ko_nouns,ko,1
2010s,아리랑,ko_nouns,ko,1
2010s,멜로디,ko_nouns,ko,4
2010s,향수,ko_nouns,ko,1
2010s,열대어,ko_nouns,ko,1
2010s,사이공,ko_nouns,ko,1
2010s,산호,ko_nouns,ko,1
2010s,아롱다롱,ko_nouns,ko,2
2010s,모래,ko_nouns,ko,3
2010s,이면,ko_nouns,ko,4
2010s,카누,ko_nouns,ko,1
2010s,고향,ko_nouns,ko,10
2010s,산천,ko_nouns,ko,1
2010s,강,ko_nouns,ko,7
2010s,건너,ko_nouns,ko,10
2010s,남도,ko_nouns,ko,1
2010s,천리,ko_nouns,ko,11
2010s,그린,ko_nouns,ko,1
2010s,철,ko_nouns,ko,2
2010s,손,ko_nouns,ko,10
2010s,자장,ko_nouns,ko,4
2010s,아가,ko_nouns,ko,2
2010s,길이,ko_nouns,ko,10
2010s,운명,ko_nouns,ko,4
2010s,업힌,ko_nouns,ko,1
2010s,파란,ko_nouns,ko,5
2010s,흰구름,ko_nouns,ko,3
2010s,조개잡이,ko_nouns,ko,3
2010s,처녀,ko_nouns,ko,10
2010s,콧노래,ko_nouns,ko,2
2010s,발,ko_nouns,ko,3
2010s,부,ko_nouns,ko,3
2010s,심심,ko_nouns,ko,1
2010s,산골,ko_nouns,ko,3
2010s,날개,ko_nouns,ko,2
2010s,물건,ko_nouns,ko,1
2010s,정녕,ko_nouns,ko,1
2010s,라면,ko_nouns,ko,5
2010s,받드,ko_nouns,ko,1
2010s,해도,ko_nouns,ko,9
2010s,무지개,ko_nouns,ko,3
2010s,밑,ko_nouns,ko,3
2010s,행복,ko_nouns,ko,4
2010s,샘터,ko_nouns,ko,1
2010s,서로,ko_nouns,ko,12
2010s,잡고,ko_nouns,ko,5
2010s,마즈,ko_nouns,ko,1
2010s,막,ko_nouns,ko,1
2010s,석양,ko_nouns,ko,1
2010s,해풍,ko_nouns,ko,1
2010s,비바람,ko_nouns,ko,2
2010s,아아,ko_nouns,ko,12
2010s,황포,ko_nouns,ko,2
2010s,돛대,ko_nouns,ko,2
2010s,순풍,ko_nouns,ko,1
2010s,돛,ko_nouns,ko,1
2010s,황혼,ko_nouns,ko,3
2010s,사공,ko_nouns,ko,2
2010s,산아,ko_nouns,ko,2
2010s,옛날,ko_nouns,ko,8
2010s,고향이,ko_nouns,ko,3
2010s,물이,ko_nouns,ko,1
2010s,마르고,ko_nouns,ko,1
2010s,문전,ko_nouns,ko,2
2010s,옥답,ko_nouns,ko,1
2010s,잡초,ko_nouns,ko,1
2010s,바다,ko_nouns,ko,2
2010s,어부,ko_nouns,ko,1
2010s,래일,ko_nouns,ko,1
2010s,세,ko_nouns,ko,2
2010s,까닭,ko_nouns,ko,2
2010s,철새,ko_nouns,ko,3
2010s,낙엽,ko_nouns,ko,23
2010s,흐,ko_nouns,ko,2
2010s,살,ko_nouns,ko,44
2010s,끼리,ko_nouns,ko,4
2010s,정답,ko_nouns,ko,9
2010s,충무로,ko_nouns,ko,2
2010s,명동,ko_nouns,ko,2
2010s,애드벨룬,ko_nouns,ko,2
2010s,둥실,ko_nouns,ko,3
2010s,부풀,ko_nouns,ko,5
2010s,오후,ko_nouns,ko,2
2010s,남산,ko_nouns,ko,4
2010s,새장,ko_nouns,ko,1
2010s,카나리아,ko_nouns,ko,1
2010s,비리비리,ko_nouns,ko,2
2010s,배배,ko_nouns,ko,2
2010s,남성,ko_nouns,ko,2
2010s,금지,ko_nouns,ko,2
2010s,구역,ko_nouns,ko,2
2010s,가시나이,ko_nouns,ko,2
2010s,녜,ko_nouns,ko,2
2010s,바지,ko_nouns,ko,2
2010s,쉬,ko_nouns,ko,1
2010s,대요,ko_nouns,ko,1
2010s,기숙사,ko_nouns,ko,1
2010s,코스모스,ko_nouns,ko,4
2010s,피고,ko_nouns,ko,7
2010s,지고,ko_nouns,ko,10
2010s,울타리,ko_nouns,ko,1
2010s,너머,ko_nouns,ko,2
2010s,공부,ko_nouns,ko,1
2010s,시험,ko_nouns,ko,1
2010s,졸업,ko_nouns,ko,1
2010s,무얼,ko_nouns,ko,1
2010s,외출,ko_nouns,ko,2
2010s,어쩌면,ko_nouns,ko,4
2010s,이슬비,ko_nouns,ko,3
2010s,외로움,ko_nouns,ko,9
2010s,고독,ko_nouns,ko,2
2010s,덕수궁,ko_nouns,ko,2
2010s,돌담,ko_nouns,ko,2
2010s,장길,ko_nouns,ko,2
2010s,거니,ko_nouns,ko,4
2010s,밤비,ko_nouns,ko,7
2010s,울릉도,ko_nouns,ko,7
2010s,소식,ko_nouns,ko,3
2010s,부모님,ko_nouns,ko,1
2010s,모친,ko_nouns,ko,1
2010s,미움,ko_nouns,ko,4
2010s,원한,ko_nouns,ko,1
2010s,맺힌,ko_nouns,ko,7
2010s,어도,ko_nouns,ko,1
2010s,음,ko_nouns,ko,4
2010s,건만,ko_nouns,ko,1
2010s,임의,ko_nouns,ko,3
2010s,기어이,ko_nouns,ko,2
2010s,울음,ko_nouns,ko,9
2010s,안녕,ko_nouns,ko,18
2010s,비둘기,ko_nouns,ko,3
2010s,구구,ko_nouns,ko,1
2010s,깊이,ko_nouns,ko,6
2010s,날밤,ko_nouns,ko,1
2010s,글라스,ko_nouns,ko,1
2010s,여자,ko_nouns,ko,28
2010s,애원,ko_nouns,ko,1
2010s,소냐,ko_nouns,ko,1
2010s,헤메,ko_nouns,ko,1
2010s,재,ko_nouns,ko,2
2010s,불나비,ko_nouns,ko,2
2010s,도,ko_nouns,ko,1
2010s,세월,ko_nouns,ko,11
2010s,전,ko_nouns,ko,4
2010s,옵,ko_nouns,ko,8
2010s,서예,ko_nouns,ko,8
2010s,두운,ko_nouns,ko,3
2010s,눈비,ko_nouns,ko,2
2010s,오거,ko_nouns,ko,2
2010s,보,ko_nouns,ko,4
2010s,아카시아,ko_nouns,ko,6
2010s,다시피,ko_nouns,ko,1
2010s,옛사랑,ko_nouns,ko,3
2010s,괴로움,ko_nouns,ko,1
2010s,아내,ko_nouns,ko,1
2010s,첫,ko_nouns,ko,3
2010s,고양이,ko_nouns,ko,1
2010s,잔,ko_nouns,ko,1
2010s,주름,ko_nouns,ko,1
2010s,호랑이,ko_nouns,ko,1
2010s,남자,ko_nouns,ko,4
2010s,휘,ko_nouns,ko,2
2010s,소릴,ko_nouns,ko,2
2010s,보지,ko_nouns,ko,3
2010s,공처,ko_nouns,ko,3
2010s,사노라면,ko_nouns,ko,1
2010s,짜증,ko_nouns,ko,1
2010s,마누라,ko_nouns,ko,1
2010s,극성,ko_nouns,ko,1
2010s,기,ko_nouns,ko,1
2010s,눈치,ko_nouns,ko,1
2010s,밥,ko_nouns,ko,1
2010s,연락선,ko_nouns,ko,3
2010s,타고,ko_nouns,ko,5
2010s,가면,ko_nouns,ko,13
2010s,이나,ko_nouns,ko,2
2010s,트위스트,ko_nouns,ko,6
2010s,동백,ko_nouns,ko,1
2010s,호박엿,ko_nouns,ko,1
2010s,오징어,ko_nouns,ko,2
2010s,풍년,ko_nouns,ko,2
2010s,육지,ko_nouns,ko,1
2010s,손님,ko_nouns,ko,1
2010s,어서,ko_nouns,ko,11
2010s,형편,ko_nouns,ko,1
2010s,비틀비틀,ko_nouns,ko,1
2010s,요게바,ko_nouns,ko,1
2010s,평생,ko_nouns,ko,1
2010s,다가,ko_nouns,ko,1
2010s,도록,ko_nouns,ko,2
2010s,기차,ko_nouns,ko,2
2010s,비행기,ko_nouns,ko,1
2010s,실컷,ko_nouns,ko,1
2010s,싱글벙글,ko_nouns,ko,1
2010s,생글생글,ko_nouns,ko,1
2010s,마님,ko_nouns,ko,1
2010s,대풍,ko_nouns,ko,1
2010s,온,ko_nouns,ko,3
2010s,종점,ko_nouns,ko,6
2010s,땐,ko_nouns,ko,2
2010s,한평생,ko_nouns,ko,1
2010s,어드메,ko_nouns,ko,1
2010s,계시,ko_nouns,ko,1
2010s,먼지,ko_nouns,ko,1
2010s,대답,ko_nouns,ko,7
2010s,남매,ko_nouns,ko,1
2010s,뼈,ko_nouns,ko,1
2010s,오빠,ko_nouns,ko,1
2010s,보아,ko_nouns,ko,1
2010s,뭄,ko_nouns,ko,1
2010s,부림,ko_nouns,ko,1
2010s,나그네,ko_nouns,ko,3
2010s,흐느끼,ko_nouns,ko,3
2010s,가도,ko_nouns,ko,4
2010s,방랑,ko_nouns,ko,1
2010s,충청도,ko_nouns,ko,1
2010s,아줌마,ko_nouns,ko,1
2010s,한사코,ko_nouns,ko,1
2010s,주안상,ko_nouns,ko,1
2010s,마주,ko_nouns,ko,2
2010s,설움,ko_nouns,ko,3
2010s,엮어,ko_nouns,ko,1
2010s,투술,ko_nouns,ko,1
2010s,사투리,ko_nouns,ko,2
2010s,구나,ko_nouns,ko,2
2010s,과거,ko_nouns,ko,5
2010s,희망,ko_nouns,ko,3
2010s,키다리,ko_nouns,ko,5
2010s,미스터,ko_nouns,ko,6
2010s,김,ko_nouns,ko,14
2010s,키,ko_nouns,ko,2
2010s,이예,ko_nouns,ko,1
2010s,매력,ko_nouns,ko,3
2010s,홀랑,ko_nouns,ko,1
2010s,반했어,ko_nouns,ko,1
2010s,털털,ko_nouns,ko,1
2010s,안경,ko_nouns,ko,1
2010s,말씀,ko_nouns,ko,1
2010s,안보,ko_nouns,ko,1
2010s,곤,ko_nouns,ko,1
2010s,싱글,ko_nouns,ko,1
2010s,웃,ko_nouns,ko,1
2010s,무정,ko_nouns,ko,1
2010s,터,ko_nouns,ko,2
2010s,한탄,ko_nouns,ko,1
2010s,마소,ko_nouns,ko,1
2010s,진정,ko_nouns,ko,1
2010s,거짓말,ko_nouns,ko,1
2010s,행여,ko_nouns,ko,4
2010s,조이,ko_nouns,ko,1
2010s,낭군,ko_nouns,ko,3
2010s,급제,ko_nouns,ko,1
2010s,평양,ko_nouns,ko,2
2010s,기생,ko_nouns,ko,2
2010s,일편단심,ko_nouns,ko,2
2010s,거짓,ko_nouns,ko,1
2010s,주야,ko_nouns,ko,1
2010s,듯,ko_nouns,ko,4
2010s,정일,ko_nouns,ko,2
2010s,정처,ko_nouns,ko,1
2010s,벌거숭이,ko_nouns,ko,2
2010s,빈손,ko_nouns,ko,2
2010s,강물,ko_nouns,ko,4
2010s,지난,ko_nouns,ko,7
2010s,그리움만,ko_nouns,ko,2
2010s,찬,ko_nouns,ko,9
2010s,서리,ko_nouns,ko,2
2010s,황금,ko_nouns,ko,1
2010s,아햐,ko_nouns,ko,1
2010s,정다운,ko_nouns,ko,5
2010s,바닷가,ko_nouns,ko,3
2010s,화진포,ko_nouns,ko,3
2010s,뭉게뭉게,ko_nouns,ko,1
2010s,껍질,ko_nouns,ko,1
2010s,줏어모,ko_nouns,ko,1
2010s,은,ko_nouns,ko,3
2010s,언약,ko_nouns,ko,2
2010s,돛단배,ko_nouns,ko,1
2010s,오색,ko_nouns,ko,1
2010s,모래성,ko_nouns,ko,1
2010s,손가락,ko_nouns,ko,2
2010s,아랴,ko_nouns,ko,2
2010s,갑,ko_nouns,ko,4
2010s,돌이,ko_nouns,ko,4
2010s,갑순이,ko_nouns,ko,4
2010s,곁,ko_nouns,ko,6
2010s,음음음,ko_nouns,ko,3
2010s,척,ko_nouns,ko,2
2010s,시집,ko_nouns,ko,2
2010s,첫날,ko_nouns,ko,2
2010s,화가,ko_nouns,ko,1
2010s,장가,ko_nouns,ko,3
2010s,경상도,ko_nouns,ko,4
2010s,청년,ko_nouns,ko,2
2010s,수염,ko_nouns,ko,1
2010s,나이,ko_nouns,ko,2
2010s,위로,ko_nouns,ko,1
2010s,극장,ko_nouns,ko,1
2010s,구경만,ko_nouns,ko,1
2010s,유모,ko_nouns,ko,1
2010s,털,ko_nouns,ko,2
2010s,타입,ko_nouns,ko,1
2010s,재미,ko_nouns,ko,1
2010s,데이트,ko_nouns,ko,2
2010s,골려,ko_nouns,ko,1
2010s,재주,ko_nouns,ko,2
2010s,태산,ko_nouns,ko,1
2010s,무어,ko_nouns,ko,3
2010s,산만,ko_nouns,ko,2
2010s,곰,ko_nouns,ko,2
2010s,여덟시,ko_nouns,ko,3
2010s,통근,ko_nouns,ko,3
2010s,대머리,ko_nouns,ko,4
2010s,근심,ko_nouns,ko,1
2010s,무심코,ko_nouns,ko,1
2010s,전차,ko_nouns,ko,2
2010s,눈총,ko_nouns,ko,1
2010s,부끄러움,ko_nouns,ko,1
2010s,맘,ko_nouns,ko,4
2010s,답,ko_nouns,ko,5
2010s,삼각지,ko_nouns,ko,4
2010s,로터리,ko_nouns,ko,2
2010s,글피,ko_nouns,ko,1
2010s,찿,ko_nouns,ko,2
2010s,낙비,ko_nouns,ko,2
2010s,마음껏,ko_nouns,ko,1
2010s,치면,ko_nouns,ko,2
2010s,풍차,ko_nouns,ko,2
2010s,기도,ko_nouns,ko,1
2010s,웃기,ko_nouns,ko,1
2010s,물,ko_nouns,ko,4
2010s,두메,ko_nouns,ko,1
2010s,도라지,ko_nouns,ko,1
2010s,산딸기,ko_nouns,ko,1
2010s,향,ko_nouns,ko,3
2010s,풀,ko_nouns,ko,1
2010s,수수,ko_nouns,ko,1
2010s,감자,ko_nouns,ko,1
2010s,씨,ko_nouns,ko,2
2010s,귀,ko_nouns,ko,1
2010s,저런,ko_nouns,ko,2
2010s,어쩌구,ko_nouns,ko,2
2010s,저쩌구,ko_nouns,ko,2
2010s,양,ko_nouns,ko,1
2010s,겉,ko_nouns,ko,2
2010s,비단,ko_nouns,ko,2
2010s,고,ko_nouns,ko,10
2010s,정말,ko_nouns,ko,7
2010s,결혼,ko_nouns,ko,2
2010s,헤이,ko_nouns,ko,5
2010s,마음속,ko_nouns,ko,4
2010s,고이,ko_nouns,ko,3
2010s,삼다도,ko_nouns,ko,2
2010s,파,ko_nouns,ko,1
2010s,간주곡,ko_nouns,ko,1
2010s,연주,ko_nouns,ko,1
2010s,가사,ko_nouns,ko,1
2010s,작성자,ko_nouns,ko,1
2010s,최영식,ko_nouns,ko,1
2010s,리다,ko_nouns,ko,1
2010s,상,ko_nouns,ko,1
2010s,처가,ko_nouns,ko,1
2010s,가다가,ko_nouns,ko,3
2010s,살짝,ko_nouns,ko,1
2010s,열,ko_nouns,ko,2
2010s,보데,ko_nouns,ko,1
2010s,사원,ko_nouns,ko,1
2010s,한지,ko_nouns,ko,1
2010s,몽땅,ko_nouns,ko,4
2010s,그냥,ko_nouns,ko,1
2010s,깜짝,ko_nouns,ko,2
2010s,전무,ko_nouns,ko,2
2010s,라나,ko_nouns,ko,1
2010s,바보,ko_nouns,ko,6
2010s,자해,ko_nouns,ko,1
2010s,소문,ko_nouns,ko,1
2010s,불행,ko_nouns,ko,1
2010s,빛과,ko_nouns,ko,4
2010s,지옥,ko_nouns,ko,2
2010s,호박꽃,ko_nouns,ko,3
2010s,하소,ko_nouns,ko,2
2010s,미인,ko_nouns,ko,2
2010s,뚱뚱보,ko_nouns,ko,1
2010s,깨,ko_nouns,ko,1
2010s,여드름,ko_nouns,ko,1
2010s,외로워,ko_nouns,ko,11
2010s,사이,ko_nouns,ko,3
2010s,지네,ko_nouns,ko,5
2010s,꿈속,ko_nouns,ko,1
2010s,가지,ko_nouns,ko,18
2010s,갈수록,ko_nouns,ko,1
2010s,헤어,ko_nouns,ko,1
2010s,애절,ko_nouns,ko,1
2010s,삼일로,ko_nouns,ko,4
2010s,고갯길,ko_nouns,ko,3
2010s,그날,ko_nouns,ko,4
2010s,자고,ko_nouns,ko,4
2010s,발자욱,ko_nouns,ko,1
2010s,등불,ko_nouns,ko,5
2010s,갖,ko_nouns,ko,3
2010s,잡새,ko_nouns,ko,1
2010s,봉황,ko_nouns,ko,1
2010s,구곡,ko_nouns,ko,1
2010s,심,ko_nouns,ko,1
2010s,무인,ko_nouns,ko,1
2010s,처,ko_nouns,ko,1
2010s,수립,ko_nouns,ko,1
2010s,비조,ko_nouns,ko,1
2010s,뭍새,ko_nouns,ko,1
2010s,농촌,ko_nouns,ko,1
2010s,화답,ko_nouns,ko,1
2010s,생,ko_nouns,ko,2
2010s,쑥국,ko_nouns,ko,4
2010s,국,ko_nouns,ko,1
2010s,어히,ko_nouns,ko,2
2010s,좌우,ko_nouns,ko,2
2010s,꾀꼬리,ko_nouns,ko,1
2010s,가나,ko_nouns,ko,2
2010s,꾀꼴,ko_nouns,ko,3
2010s,꾀꾀,ko_nouns,ko,1
2010s,꼴,ko_nouns,ko,1
2010s,해당화,ko_nouns,ko,2
2010s,섬,ko_nouns,ko,2
2010s,선생님,ko_nouns,ko,4
2010s,섬색시,ko_nouns,ko,1
2010s,마오,ko_nouns,ko,12
2010s,별처럼,ko_nouns,ko,3
2010s,시름,ko_nouns,ko,1
2010s,안개,ko_nouns,ko,6
2010s,목소리,ko_nouns,ko,2
2010s,장충단,ko_nouns,ko,3
2010s,공원,ko_nouns,ko,5
2010s,낙엽송,ko_nouns,ko,1
2010s,고목,ko_nouns,ko,1
2010s,뚜렷,ko_nouns,ko,1
2010s,글씨,ko_nouns,ko,1
2010s,비탈길,ko_nouns,ko,1
2010s,산길,ko_nouns,ko,1
2010s,산기슭,ko_nouns,ko,1
2010s,발자취,ko_nouns,ko,1
2010s,정이,ko_nouns,ko,2
2010s,정도,ko_nouns,ko,1
2010s,엎,ko_nouns,ko,2
2010s,유리잔,ko_nouns,ko,2
2010s,인연,ko_nouns,ko,1
2010s,다짐,ko_nouns,ko,2
2010s,창가,ko_nouns,ko,5
2010s,린다,ko_nouns,ko,2
2010s,남고,ko_nouns,ko,1
2010s,남아,ko_nouns,ko,3
2010s,빗줄기,ko_nouns,ko,1
2010s,려고,ko_nouns,ko,3
2010s,누굴,ko_nouns,ko,1
2010s,향땅,ko_nouns,ko,2
2010s,영산강,ko_nouns,ko,3
2010s,울산,ko_nouns,ko,5
2010s,애기,ko_nouns,ko,5
2010s,삼돌이,ko_nouns,ko,4
2010s,편지,ko_nouns,ko,4
2010s,나도야,ko_nouns,ko,1
2010s,간주,ko_nouns,ko,1
2010s,순직,ko_nouns,ko,1
2010s,선물,ko_nouns,ko,2
2010s,아름,ko_nouns,ko,1
2010s,온대,ko_nouns,ko,1
2010s,눈짓,ko_nouns,ko,2
2010s,몸짓,ko_nouns,ko,2
2010s,이야기,ko_nouns,ko,4
2010s,속삭임,ko_nouns,ko,2
2010s,유달산,ko_nouns,ko,2
2010s,노적봉,ko_nouns,ko,1
2010s,삼학도,ko_nouns,ko,1
2010s,말좀,ko_nouns,ko,1
2010s,신병,ko_nouns,ko,2
2010s,훈련,ko_nouns,ko,2
2010s,육개,ko_nouns,ko,2
2010s,작대기,ko_nouns,ko,2
2010s,개,ko_nouns,ko,3
2010s,그게,ko_nouns,ko,2
2010s,일병,ko_nouns,ko,8
2010s,부라보,ko_nouns,ko,6
2010s,기상,ko_nouns,ko,1
2010s,나팔,ko_nouns,ko,1
2010s,식사,ko_nouns,ko,1
2010s,병사,ko_nouns,ko,4
2010s,휴가,ko_nouns,ko,1
2010s,졸병,ko_nouns,ko,1
2010s,그녀,ko_nouns,ko,7
2010s,백발,ko_nouns,ko,1
2010s,뱅,ko_nouns,ko,1
2010s,사수,ko_nouns,ko,2
2010s,인기,ko_nouns,ko,2
2010s,핸섬,ko_nouns,ko,2
2010s,보이,ko_nouns,ko,2
2010s,육군,ko_nouns,ko,2
2010s,그대로,ko_nouns,ko,1
2010s,헤,ko_nouns,ko,2
2010s,시침,ko_nouns,ko,1
2010s,윙크,ko_nouns,ko,1
2010s,넘버원,ko_nouns,ko,1
2010s,백발백중,ko_nouns,ko,1
2010s,북촌,ko_nouns,ko,1
2010s,산다,ko_nouns,ko,2
2010s,댁,ko_nouns,ko,1
2010s,도령,ko_nouns,ko,2
2010s,임금님,ko_nouns,ko,4
2010s,임금,ko_nouns,ko,1
2010s,벽오동,ko_nouns,ko,1
2010s,찻집,ko_nouns,ko,3
2010s,겄,ko_nouns,ko,2
2010s,팔도,ko_nouns,ko,6
2010s,강산,ko_nouns,ko,9
2010s,리길,ko_nouns,ko,1
2010s,데헤,ko_nouns,ko,4
2010s,얼,ko_nouns,ko,2
2010s,시구,ko_nouns,ko,4
2010s,먹기,ko_nouns,ko,4
2010s,줄줄이,ko_nouns,ko,2
2010s,판이,ko_nouns,ko,1
2010s,웃음꽃,ko_nouns,ko,1
2010s,살림,ko_nouns,ko,1
2010s,훌라춤,ko_nouns,ko,1
2010s,기쁨,ko_nouns,ko,5
2010s,레알,ko_nouns,ko,1
2010s,하와,ko_nouns,ko,2
2010s,이안,ko_nouns,ko,2
2010s,웁니,ko_nouns,ko,3
2010s,야자수,ko_nouns,ko,1
2010s,아래,ko_nouns,ko,4
2010s,와이키키,ko_nouns,ko,1
2010s,해변,ko_nouns,ko,1
2010s,맹서,ko_nouns,ko,1
2010s,구월,ko_nouns,ko,5
2010s,가로수,ko_nouns,ko,1
2010s,나뭇잎,ko_nouns,ko,1
2010s,무성,ko_nouns,ko,1
2010s,준,ko_nouns,ko,2
2010s,마디,ko_nouns,ko,1
2010s,시월,ko_nouns,ko,3
2010s,섧다,ko_nouns,ko,2
2010s,축,ko_nouns,ko,1
2010s,강변,ko_nouns,ko,2
2010s,서면,ko_nouns,ko,2
2010s,몰래,ko_nouns,ko,1
2010s,심정,ko_nouns,ko,1
2010s,잔별,ko_nouns,ko,1
2010s,만날,ko_nouns,ko,2
2010s,신작로,ko_nouns,ko,1
2010s,새봄,ko_nouns,ko,1
2010s,집의,ko_nouns,ko,4
2010s,울렁,ko_nouns,ko,1
2010s,꽃들이,ko_nouns,ko,1
2010s,빨,ko_nouns,ko,2
2010s,장미,ko_nouns,ko,2
2010s,백합,ko_nouns,ko,2
2010s,천배,ko_nouns,ko,4
2010s,만배,ko_nouns,ko,4
2010s,단둘,ko_nouns,ko,2
2010s,뺨,ko_nouns,ko,5
2010s,몹시,ko_nouns,ko,1
2010s,웁,ko_nouns,ko,1
2010s,단풍,ko_nouns,ko,2
2010s,잎새,ko_nouns,ko,1
2010s,렸,ko_nouns,ko,1
2010s,더니,ko_nouns,ko,1
2010s,지면,ko_nouns,ko,4
2010s,바,ko_nouns,ko,6
2010s,수풀,ko_nouns,ko,1
2010s,잔디,ko_nouns,ko,1
2010s,행운,ko_nouns,ko,2
2010s,충성,ko_nouns,ko,2
2010s,손짓,ko_nouns,ko,1
2010s,능금,ko_nouns,ko,5
2010s,고개,ko_nouns,ko,1
2010s,능,ko_nouns,ko,2
2010s,금빛,ko_nouns,ko,2
2010s,단벌,ko_nouns,ko,6
2010s,애인,ko_nouns,ko,2
2010s,서른,ko_nouns,ko,2
2010s,노총각,ko_nouns,ko,4
2010s,넥타이,ko_nouns,ko,1
2010s,멋,ko_nouns,ko,1
2010s,주머니,ko_nouns,ko,1
2010s,텅텅,ko_nouns,ko,1
2010s,비어,ko_nouns,ko,1
2010s,영화관,ko_nouns,ko,1
2010s,골목길,ko_nouns,ko,1
2010s,창문,ko_nouns,ko,6
2010s,딜라일라,ko_nouns,ko,2
2010s,복수,ko_nouns,ko,2
2010s,가득,ko_nouns,ko,6
2010s,마포,ko_nouns,ko,4
2010s,다린,ko_nouns,ko,1
2010s,당인,ko_nouns,ko,1
2010s,리,ko_nouns,ko,1
2010s,발전소,ko_nouns,ko,1
2010s,여의도,ko_nouns,ko,1
2010s,비행장,ko_nouns,ko,1
2010s,궂,ko_nouns,ko,1
2010s,무작정,ko_nouns,ko,4
2010s,님이기,ko_nouns,ko,1
2010s,장및빛,ko_nouns,ko,3
2010s,깨나,ko_nouns,ko,1
2010s,낮,ko_nouns,ko,1
2010s,장미꽃,ko_nouns,ko,2
2010s,님찾,ko_nouns,ko,1
2010s,회포,ko_nouns,ko,1
2010s,이기,ko_nouns,ko,4
2010s,백년,ko_nouns,ko,1
2010s,하자,ko_nouns,ko,1
2010s,아네모네,ko_nouns,ko,3
2010s,송이,ko_nouns,ko,5
2010s,는가,ko_nouns,ko,1
2010s,짚,ko_nouns,ko,1
2010s,푸리,ko_nouns,ko,1
2010s,사모,ko_nouns,ko,1
2010s,냄새,ko_nouns,ko,1
2010s,별명,ko_nouns,ko,1
2010s,다기,ko_nouns,ko,2
2010s,일생,ko_nouns,ko,2
2010s,스스로,ko_nouns,ko,1
2010s,탈진,ko_nouns,ko,1
2010s,별거,ko_nouns,ko,2
2010s,연분,ko_nouns,ko,2
2010s,있드란다,ko_nouns,ko,1
2010s,기왕,ko_nouns,ko,2
2010s,지나,ko_nouns,ko,1
2010s,지지,ko_nouns,ko,1
2010s,천하,ko_nouns,ko,1
2010s,일색,ko_nouns,ko,1
